step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
338,12916,676,0.11332141809165477,0.0,0.0,,,,,,,,,
339,12966,678,0.06077727022270361,0.5,0.5,,,,,,,,,
340,13016,680,0.0378940540427963,1.0,1.0,,,,,,,,,
341,13050,682,0.11330030485987665,0.0,0.0,,,,,,,,,
342,13100,684,0.04179344522456329,0.5,0.5,,,,,,,,,
343,13134,686,0.06986225403845311,0.5,0.5,,,,,,,,,
344,13184,688,0.043766077620287745,1.0,1.0,,,,,,,,,
345,13234,690,0.04000516921902696,1.0,1.0,0.07799542013555766,0.0,0.0,,,,,,
346,13284,692,0.057913033962249755,0.5,0.5,,,,,,,,,
347,13318,694,0.05342460114508867,0.5,0.5,,,,,,,,,
348,13384,696,0.04536990148946643,1.0,1.0,,,,,,,,,
349,13418,698,0.05707317609339952,0.5,0.5,,,,,,,,,
350,13452,700,0.058690704926848414,0.5,0.5,,,,,,,,,
351,13502,702,0.041139331782857586,1.0,1.0,,,,,,,,,
352,13552,704,0.0614201431721449,0.5,0.5,,,,,,,,,
353,13602,706,0.049529354336361096,0.5,0.5,0.028119530826807022,1.0,1.0,,,,,,
354,13636,708,0.05719753528013826,0.5,0.5,,,,,,,,,
355,13670,710,0.06446624644100667,0.5,0.5,,,,,,,,,
356,13704,712,0.05459755226969719,1.0,1.0,,,,,,,,,
357,13738,714,0.06681307066231966,0.5,0.5,,,,,,,,,
358,13772,716,0.03504441035911441,1.0,1.0,,,,,,,,,
359,13822,718,0.07940039410566291,0.5,0.5,,,,,,,,,
360,13872,720,0.04409298713008563,0.5,0.5,,,,,,,,,
361,13906,722,0.07396656787022948,0.5,0.5,0.06033609343071779,0.5,0.5,,,,,,
362,13940,724,0.10257784314453602,0.0,0.0,,,,,,,,,
363,13974,726,0.10588071247562766,0.5,0.5,,,,,,,,,
364,14008,728,0.04240422204136849,1.0,1.0,,,,,,,,,
365,14058,730,0.050191593691706664,0.5,0.5,,,,,,,,,
366,14092,732,0.05281543534249067,1.0,1.0,,,,,,,,,
367,14126,734,0.06687307089567185,0.5,0.5,,,,,,,,,
368,14176,736,0.04501713423679272,0.5,0.5,,,,,,,,,
369,14210,738,0.07303997781127691,0.5,0.5,0.08564965665340424,1.0,1.0,,,,,,
370,14244,740,0.05935028936713933,1.0,1.0,,,,,,,,,
371,14278,742,0.04293509470298887,1.0,1.0,,,,,,,,,
372,14312,744,0.04394696680828929,1.0,1.0,,,,,,,,,
373,14346,746,0.03738229914568365,1.0,1.0,,,,,,,,,
374,14380,748,0.07521193852648139,0.5,0.5,,,,,,,,,
375,14414,750,0.020250733823049816,1.0,1.0,,,,,,,,,
376,14464,752,0.03416912299891313,1.0,1.0,,,,,,,,,
377,14498,754,0.10711018097586927,0.5,0.5,0.03870556351495907,1.0,1.0,,,,,,
